Médico ID;Estratégia;Tática; Presc.EMS-1 ; Presc.EMS-2 ; Presc.EMS-3 ; Presc.EMS-O ; Potencial Prescritivo ; Potencia Concorrência ;Campanha;Qtde Brinde; Frequência de visita ;Visita Apresentação;Visita Acompanhamento;Visita Lançamento;Visita Prom;Material Promo;Amostras;Especial;Cidade;Região;Estado;Categoria ;Especialidade; Valor Consulta ;Convênios;Volume Pacientes;Perfil Localização;Perfil Pacientes;Idade
8283900;Manutenção;Foco MS-1; 8.710,00 ; 2.610,00 ; 1.710,00 ; 11.710,00 ; 33.650,00 ; 8.910,00 ;2;14; 1,00 ;5;3;3;12;5;80;0;São Paulo;Central;SP;2;Cardiologista; 298,00 ;7;415;Região D;Média Alta;48
8284051;Manutenção;Foco MS-3; 8.330,00 ; 2.030,00 ; 330,00 ; 13.430,00 ; 37.150,00 ; 13.030,00 ;3;1; 0,58 ;3;2;1;7;3;40;0;Porto Alegre;Central;RS;2;Cardiologista; 165,00 ;1;125;Região D;Indefinido;54
8284202;Conversão;Foco MS-2; 9.420,00 ; 4.220,00 ; 1.320,00 ; 14.520,00 ; 39.700,00 ; 10.220,00 ;11;2; 0,67 ;4;3;1;8;1;20;0;Minas Gerais;Periférica;MG;1;Cardiologista; 125,00 ;0;120;Região C;Indefinido;35
8284353;Referência;Foco MS-3; 7.330,00 ; 3.130,00 ; 1.930,00 ; 12.830,00 ; 35.050,00 ; 9.830,00 ;5;12; 0,75 ;3;3;2;9;4;100;0;Porto Alegre;Central;RS;2;Cardiologista; 273,00 ;1;135;Região B;Média Alta;45
8284504;Conversão;Foco MS-1; 2.910,00 ; 2.010,00 ; 1.410,00 ; 5.310,00 ; 27.750,00 ; 16.110,00 ;11;3; 0,58 ;2;2;2;7;4;100;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 217,00 ;5;375;Região E;Média Baixa;52
8284655;Entrada;Convencional; 1.900,00 ; 3.400,00 ; 200,00 ; 11.300,00 ; 27.400,00 ; 10.600,00 ;2;8; 0,50 ;1;3;1;6;1;80;2275,565089;Rio de Janeiro;Central;RJ;0;Cardiologista; 110,00 ;0;110;Região B;Indefinido;47
8284806;Referência;Migração; 5.940,00 ; 3.440,00 ; 1.740,00 ; 13.940,00 ; 38.500,00 ; 13.440,00 ;11;0; 0,67 ;3;3;2;8;4;20;0;Salvador;Periférica;BA;1;Cardiologista; 141,00 ;3;195;Região B;Média Baixa;50
8284957;Entrada;Foco MS-2; 5.820,00 ; 2.520,00 ; 1.620,00 ; 3.820,00 ; 24.000,00 ; 10.220,00 ;6;6; 0,50 ;2;2;2;6;1;120;0;São Paulo;Periférica;SP;0;Cardiologista; 317,00 ;1;120;Região C;Alta;44
8285108;Manutenção;Convencional; 6.500,00 ; 3.000,00 ; 200,00 ; 7.500,00 ; 26.200,00 ; 9.000,00 ;11;3; 0,67 ;3;3;2;8;5;40;0;São Paulo;Periférica;SP;0;Cardiologista; 209,00 ;5;345;Região E;Indefinido;53
8285259;Manutenção;Foco MS-1; 3.510,00 ; 2.510,00 ; 1.810,00 ; 8.110,00 ; 33.750,00 ; 17.810,00 ;5;2; 0,67 ;2;3;3;8;3;60;0;Minas Gerais;Central;MG;1;Cardiologista; 190,00 ;7;460;Região D;Indefinido;55
8285410;Manutenção;Foco MS-3; 1.330,00 ; 30,00 ; 1.430,00 ; 6.830,00 ; 13.350,00 ; 3.730,00 ;0;8; 0,50 ;2;1;3;6;4;100;0;Salvador;Central;BA;0;Cardiologista; 353,00 ;7;435;Região B;Média Alta;49
8285561;Manutenção;Foco MS-3; 9.130,00 ; 1.330,00 ; 530,00 ; 230,00 ; 13.250,00 ; 2.030,00 ;6;4; 0,58 ;4;1;1;7;2;120;4049,074742;Minas Gerais;Central;MG;1;Cardiologista; 205,00 ;3;230;Região D;Média Baixa;53
8285712;Conversão;Foco MS-2; 9.020,00 ; 3.520,00 ; 720,00 ; 5.020,00 ; 21.300,00 ; 3.020,00 ;4;6; 0,92 ;5;4;2;11;5;20;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 248,00 ;5;385;Região C;Média Alta;43
8285863;Manutenção;Foco MS-3; 1.730,00 ; 1.330,00 ; 1.930,00 ; 3.630,00 ; 22.250,00 ; 13.630,00 ;10;6; 0,33 ;1;1;2;4;1;40;0;São Paulo;Central;SP;0;Cardiologista; 203,00 ;4;260;Região C;Indefinido;50
8286014;Manutenção;Convencional; 1.300,00 ; 2.800,00 ; 1.800,00 ; 6.200,00 ; 27.500,00 ; 15.400,00 ;0;11; 0,58 ;1;3;2;7;2;80;0;Santos;Central;SP;1;Cardiologista; 244,00 ;2;210;Região B;Média Baixa;54
8286165;Manutenção;Foco MS-2; 920,00 ; 4.620,00 ; 1.820,00 ; 3.020,00 ; 19.900,00 ; 9.520,00 ;9;2; 0,67 ;1;4;2;8;2;120;0;São Paulo;Central;SP;2;Cardiologista; 329,00 ;3;260;Região B;Alta;41
8286316;Manutenção;Convencional; 2.100,00 ; 1.300,00 ; 600,00 ; 1.200,00 ; 10.200,00 ; 5.000,00 ;2;3; 0,42 ;1;2;2;5;5;120;0;Porto Alegre;Central;RS;1;Cardiologista; 204,00 ;4;315;Região B;Média;45
8286467;Referência;Migração; 340,00 ; 4.940,00 ; 1.340,00 ; 6.340,00 ; 15.200,00 ; 2.240,00 ;9;1; 0,67 ;1;5;2;8;3;20;0;Santos;Periférica;SP;1;Cardiologista; 205,00 ;6;360;Região C;Média Baixa;47
8286618;Conversão;Foco MS-2; 9.520,00 ; 3.920,00 ; 1.820,00 ; 3.020,00 ; 27.400,00 ; 9.120,00 ;2;10; 1,00 ;5;4;2;12;2;60;0;Minas Gerais;Periférica;MG;0;Cardiologista; 195,00 ;5;365;Região D;Indefinido;50
8286769;Manutenção;Foco MS-3; 5.630,00 ; 4.530,00 ; 230,00 ; 11.030,00 ; 38.450,00 ; 17.030,00 ;7;11; 0,67 ;3;4;1;8;1;60;0;Santos;Periférica;SP;1;Cardiologista; 303,00 ;3;245;Região C;Média Alta;48
8286920;Entrada;Convencional; 9.400,00 ; 4.200,00 ; 500,00 ; 13.500,00 ; 32.200,00 ; 4.600,00 ;10;13; 0,67 ;4;3;1;8;5;20;0;Rio de Janeiro;Periférica;RJ;1;Cardiologista; 161,00 ;1;120;Região B;Indefinido;48
8287071;Referência;Convencional; 6.800,00 ; 3.500,00 ; 1.600,00 ; 4.800,00 ; 33.200,00 ; 16.500,00 ;4;3; 0,92 ;4;4;3;11;0;100;2077,225991;São Paulo;Periférica;SP;2;Cardiologista; 193,00 ;7;435;Região E;Indefinido;51
8287222;Manutenção;Foco MS-3; 7.530,00 ; 1.530,00 ; 1.130,00 ; 5.130,00 ; 27.150,00 ; 11.830,00 ;4;1; 0,67 ;4;2;2;8;4;20;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 268,00 ;4;270;Região C;Média;55
8287373;Conversão;Convencional; 3.900,00 ; 3.000,00 ; 1.800,00 ; 3.400,00 ; 28.900,00 ; 16.800,00 ;6;11; 0,75 ;3;3;3;9;1;80;0;Minas Gerais;Periférica;MG;1;Cardiologista; 229,00 ;7;440;Região C;Média Baixa;50
8287524;Entrada;Foco MS-1; 710,00 ; 4.110,00 ; 710,00 ; 1.710,00 ; 19.150,00 ; 11.910,00 ;2;10; 0,33 ;0;3;1;4;5;40;0;Porto Alegre;Periférica;RS;2;Cardiologista; 260,00 ;1;110;Região D;Média;54
8287675;Entrada;Foco MS-3; 7.730,00 ; 2.230,00 ; 830,00 ; 3.630,00 ; 16.850,00 ; 2.430,00 ;4;6; 0,58 ;3;2;1;7;4;100;0;Porto Alegre;Periférica;RS;2;Cardiologista; 194,00 ;0;75;Região D;Média Alta;44
8287826;Manutenção;Convencional; 1.100,00 ; -   ; 700,00 ; 10.600,00 ; 20.800,00 ; 8.400,00 ;10;1; 0,25 ;1;0;1;3;3;120;0;Porto Alegre;Periférica;RS;0;Cardiologista; 192,00 ;2;170;Região B;Média;37
8287977;Referência;Migração; 340,00 ; 4.040,00 ; 1.540,00 ; 5.640,00 ; 24.300,00 ; 12.740,00 ;2;12; 0,58 ;1;4;2;7;5;120;0;Porto Alegre;Central;RS;1;Cardiologista; 256,00 ;4;315;Região C;Média Alta;46
8288128;Entrada;Foco MS-3; 9.630,00 ; 2.930,00 ; 1.630,00 ; 4.030,00 ; 32.450,00 ; 14.230,00 ;0;7; 0,83 ;4;3;2;10;0;40;0;Salvador;Periférica;BA;0;Cardiologista; 163,00 ;2;195;Região A;Média Baixa;53
8288279;Conversão;Foco MS-1; 3.510,00 ; 2.710,00 ; 1.210,00 ; 14.710,00 ; 26.750,00 ; 4.610,00 ;0;7; 0,42 ;1;2;1;5;0;100;0;Porto Alegre;Central;RS;1;Cardiologista; 216,00 ;1;85;Região C;Média;52
8288430;Conversão;Convencional; 6.600,00 ; 2.300,00 ; 2.000,00 ; 12.800,00 ; 33.300,00 ; 9.600,00 ;9;0; 0,83 ;4;3;3;10;1;100;0;Salvador;Central;BA;0;Cardiologista; 266,00 ;6;420;Região B;Média;41
8288581;Manutenção;Foco MS-2; 4.720,00 ; 2.920,00 ; 520,00 ; 5.520,00 ; 28.200,00 ; 14.520,00 ;11;1; 0,50 ;2;3;1;6;1;40;0;Santos;Periférica;SP;0;Cardiologista; 229,00 ;2;190;Região E;Média;50
8288732;Manutenção;Migração; 8.240,00 ; 1.440,00 ; 540,00 ; 12.640,00 ; 30.100,00 ; 7.240,00 ;3;5; 0,42 ;3;1;1;5;2;80;4689,598416;Minas Gerais;Periférica;MG;1;Cardiologista; 381,00 ;1;115;Região C;Alta;59
8288883;Conversão;Foco MS-1; 9.910,00 ; 710,00 ; 310,00 ; 7.910,00 ; 19.350,00 ; 510,00 ;1;11; 0,83 ;5;2;2;10;1;120;0;Porto Alegre;Periférica;RS;1;Cardiologista; 476,00 ;7;480;Região B;Alta;59
8289034;Conversão;Foco MS-3; 1.430,00 ; 2.530,00 ; 430,00 ; 5.930,00 ; 16.450,00 ; 6.130,00 ;7;13; 0,33 ;0;2;1;4;5;20;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 211,00 ;0;60;Região A;Média Alta;48
8289185;Entrada;Convencional; 6.800,00 ; 2.200,00 ; 1.100,00 ; 3.400,00 ; 30.100,00 ; 16.600,00 ;0;3; 0,83 ;4;3;2;10;5;120;0;Salvador;Central;BA;1;Cardiologista; 242,00 ;5;350;Região D;Média;51
8289336;Manutenção;Convencional; 6.400,00 ; 4.600,00 ; 600,00 ; 4.900,00 ; 31.200,00 ; 14.700,00 ;8;13; 0,75 ;3;4;2;9;4;60;0;Santos;Central;SP;2;Cardiologista; 238,00 ;4;290;Região C;Média;47
8289487;Manutenção;Migração; 6.640,00 ; 4.540,00 ; 340,00 ; 2.140,00 ; 14.400,00 ; 740,00 ;11;8; 1,00 ;4;5;2;12;3;40;0;Minas Gerais;Periférica;MG;0;Cardiologista; 335,00 ;7;505;Região C;Média Alta;47
8289638;Manutenção;Foco MS-1; 1.910,00 ; 4.210,00 ; 110,00 ; 12.210,00 ; 32.050,00 ; 13.610,00 ;3;7; 0,50 ;1;4;1;6;1;120;0;Santos;Central;SP;1;Cardiologista; 353,00 ;1;155;Região A;Alta;46
8289789;Referência;Foco MS-1; 4.810,00 ; 310,00 ; 810,00 ; 13.810,00 ; 29.750,00 ; 10.010,00 ;5;14; 0,25 ;2;0;1;3;4;120;0;Santos;Central;SP;0;Cardiologista; 246,00 ;0;30;Região E;Média Alta;49
8289940;Entrada;Foco MS-3; 830,00 ; 2.030,00 ; 1.130,00 ; 7.630,00 ; 19.750,00 ; 8.130,00 ;5;0; 0,42 ;1;2;2;5;3;40;2593,424241;Salvador;Periférica;BA;2;Cardiologista; 375,00 ;5;355;Região E;Alta;40
8290091;Referência;Migração; 9.540,00 ; 2.240,00 ; 1.140,00 ; 1.240,00 ; 20.400,00 ; 6.240,00 ;9;9; 0,83 ;5;3;2;10;5;40;0;Salvador;Central;BA;1;Cardiologista; 211,00 ;7;440;Região B;Indefinido;51
8290242;Manutenção;Foco MS-3; 9.930,00 ; 1.030,00 ; 1.530,00 ; 10.930,00 ; 25.450,00 ; 2.030,00 ;9;14; 0,58 ;4;1;2;7;2;100;0;Salvador;Periférica;BA;2;Cardiologista; 217,00 ;2;190;Região A;Média Baixa;50
8290393;Referência;Convencional; 4.400,00 ; 4.100,00 ; 900,00 ; 7.900,00 ; 19.900,00 ; 2.600,00 ;0;5; 1,00 ;3;5;3;12;5;100;0;Salvador;Central;BA;2;Cardiologista; 320,00 ;7;495;Região C;Média Alta;56
8290544;Entrada;Foco MS-1; 7.210,00 ; 3.010,00 ; 2.110,00 ; 1.910,00 ; 18.350,00 ; 4.110,00 ;4;10; 0,67 ;3;3;2;8;1;80;3646,182858;Minas Gerais;Central;MG;1;Cardiologista; 222,00 ;4;290;Região D;Média;54
8290695;Conversão;Foco MS-2; 2.420,00 ; 1.120,00 ; 1.420,00 ; 5.420,00 ; 28.400,00 ; 18.020,00 ;1;13; 0,50 ;2;2;2;6;0;40;0;São Paulo;Periférica;SP;2;Cardiologista; 198,00 ;7;415;Região C;Indefinido;55
8290846;Referência;Foco MS-3; 7.130,00 ; 3.030,00 ; 2.130,00 ; 7.530,00 ; 37.250,00 ; 17.430,00 ;8;12; 0,75 ;3;3;2;9;2;120;0;Santos;Central;SP;0;Cardiologista; 237,00 ;3;195;Região D;Média Alta;44
8290997;Conversão;Foco MS-1; 1.310,00 ; 4.110,00 ; 1.810,00 ; 2.810,00 ; 10.350,00 ; 310,00 ;9;11; 0,67 ;1;4;2;8;0;20;0;São Paulo;Periférica;SP;0;Cardiologista; 350,00 ;5;360;Região B;Alta;57
8291148;Manutenção;Foco MS-3; 6.430,00 ; 3.630,00 ; 330,00 ; 13.830,00 ; 38.250,00 ; 14.030,00 ;1;11; 0,58 ;3;3;1;7;3;20;0;São Paulo;Periférica;SP;2;Cardiologista; 106,00 ;1;155;Região D;Indefinido;41
8291299;Entrada;Migração; 7.940,00 ; 3.740,00 ; 1.640,00 ; 7.840,00 ; 38.000,00 ; 16.840,00 ;5;0; 0,67 ;3;3;2;8;2;20;0;Porto Alegre;Periférica;RS;0;Cardiologista; 191,00 ;0;95;Região A;Indefinido;52
8291450;Referência;Foco MS-1; 7.210,00 ; 1.610,00 ; 1.010,00 ; 710,00 ; 16.550,00 ; 6.010,00 ;6;1; 0,58 ;3;2;2;7;0;80;3624,586937;Porto Alegre;Periférica;RS;1;Cardiologista; 189,00 ;3;240;Região E;Média Baixa;55
8291601;Conversão;Migração; 4.140,00 ; 3.240,00 ; 1.240,00 ; 13.740,00 ; 30.500,00 ; 8.140,00 ;9;10; 0,83 ;3;4;3;10;5;120;0;Salvador;Periférica;BA;1;Cardiologista; 431,00 ;7;485;Região E;Alta;50
8291752;Referência;Foco MS-2; 6.720,00 ; 1.820,00 ; 1.120,00 ; 7.720,00 ; 33.500,00 ; 16.120,00 ;7;2; 0,58 ;3;2;2;7;4;20;2250,31232;Minas Gerais;Periférica;MG;2;Cardiologista; 231,00 ;2;210;Região D;Média;44
8291903;Manutenção;Foco MS-3; 4.930,00 ; 2.530,00 ; 1.930,00 ; 5.130,00 ; 16.150,00 ; 1.630,00 ;2;13; 0,67 ;2;3;2;8;5;120;0;São Paulo;Central;SP;1;Cardiologista; 225,00 ;3;275;Região C;Média Alta;57
8292054;Manutenção;Foco MS-2; 5.920,00 ; 3.520,00 ; 220,00 ; 8.520,00 ; 30.500,00 ; 12.320,00 ;10;7; 0,50 ;2;3;1;6;5;80;0;São Paulo;Central;SP;0;Cardiologista; 211,00 ;0;50;Região B;Média;49
8292205;Manutenção;Foco MS-1; 810,00 ; 2.810,00 ; 1.710,00 ; 3.410,00 ; 14.350,00 ; 5.610,00 ;2;4; 0,58 ;1;3;2;7;0;40;0;Santos;Periférica;SP;0;Cardiologista; 247,00 ;6;385;Região A;Média Alta;51
8292356;Conversão;Foco MS-3; 5.530,00 ; 3.530,00 ; 1.230,00 ; 1.730,00 ; 19.550,00 ; 7.530,00 ;8;6; 0,67 ;3;3;2;8;5;100;2995,071485;Porto Alegre;Central;RS;0;Cardiologista; 140,00 ;4;260;Região C;Indefinido;48
8292507;Manutenção;Foco MS-2; 4.120,00 ; 4.920,00 ; 1.220,00 ; 4.920,00 ; 27.500,00 ; 12.320,00 ;11;5; 0,67 ;2;4;2;8;1;20;0;Salvador;Central;BA;1;Cardiologista; 289,00 ;4;260;Região D;Média Alta;49
8292658;Entrada;Foco MS-2; 5.020,00 ; 820,00 ; 420,00 ; 4.220,00 ; 19.300,00 ; 8.820,00 ;6;13; 0,33 ;2;1;1;4;0;120;0;Minas Gerais;Periférica;MG;1;Cardiologista; 317,00 ;2;200;Região C;Alta;42
8292809;Manutenção;Foco MS-1; 8.610,00 ; 4.510,00 ; 910,00 ; 5.510,00 ; 25.650,00 ; 6.110,00 ;6;0; 1,00 ;5;5;2;12;4;80;4680,985337;Salvador;Periférica;BA;1;Cardiologista; 351,00 ;7;470;Região D;Média Alta;58
8292960;Entrada;Foco MS-2; 7.820,00 ; 1.720,00 ; 1.520,00 ; 10.920,00 ; 29.800,00 ; 7.820,00 ;4;7; 0,67 ;3;2;2;8;0;120;2179,650972;Santos;Periférica;SP;0;Cardiologista; 209,00 ;2;195;Região B;Média Alta;51
8293111;Manutenção;Foco MS-1; 3.910,00 ; 1.210,00 ; 110,00 ; 14.910,00 ; 27.550,00 ; 7.410,00 ;7;6; 0,33 ;2;1;1;4;0;80;0;Santos;Periférica;SP;1;Cardiologista; 354,00 ;0;120;Região D;Alta;53
8293262;Manutenção;Foco MS-1; 3.610,00 ; 2.810,00 ; 1.210,00 ; 7.210,00 ; 19.550,00 ; 4.710,00 ;3;4; 0,67 ;2;3;2;8;5;120;0;Minas Gerais;Central;MG;1;Cardiologista; 317,00 ;5;345;Região B;Média;54
8293413;Entrada;Foco MS-1; 10.010,00 ; 3.910,00 ; 1.010,00 ; 12.710,00 ; 45.750,00 ; 18.110,00 ;6;12; 1,00 ;5;4;2;12;1;120;0;Salvador;Central;BA;2;Cardiologista; 437,00 ;6;405;Região E;Alta;51
8293564;Conversão;Foco MS-1; 8.810,00 ; 3.710,00 ; 1.710,00 ; 1.410,00 ; 16.150,00 ; 510,00 ;4;7; 0,83 ;4;3;2;10;4;60;0;Santos;Central;SP;1;Cardiologista; 161,00 ;1;125;Região A;Média Baixa;43
8293715;Referência;Foco MS-3; 5.430,00 ; 4.030,00 ; 730,00 ; 8.530,00 ; 36.350,00 ; 17.630,00 ;6;14; 0,75 ;2;4;2;9;3;20;0;São Paulo;Periférica;SP;2;Cardiologista; 198,00 ;2;220;Região A;Média;58
8293866;Referência;Foco MS-3; 3.330,00 ; 3.130,00 ; 430,00 ; 6.030,00 ; 15.350,00 ; 2.430,00 ;0;5; 0,50 ;1;3;1;6;0;120;0;São Paulo;Periférica;SP;1;Cardiologista; 275,00 ;1;150;Região E;Média Alta;51
8294017;Referência;Foco MS-2; 5.020,00 ; 320,00 ; 1.320,00 ; 5.220,00 ; 20.700,00 ; 8.820,00 ;9;0; 0,50 ;3;1;2;6;0;60;0;Minas Gerais;Periférica;MG;2;Cardiologista; 414,00 ;4;280;Região A;Alta;54
8294168;Manutenção;Foco MS-1; 3.410,00 ; 2.410,00 ; 410,00 ; 410,00 ; 14.150,00 ; 7.510,00 ;3;13; 0,33 ;1;2;1;4;1;40;0;Minas Gerais;Periférica;MG;2;Cardiologista; 189,00 ;1;145;Região D;Indefinido;54
8294319;Manutenção;Foco MS-2; 2.220,00 ; 3.820,00 ; 1.420,00 ; 5.220,00 ; 28.200,00 ; 15.520,00 ;3;9; 0,58 ;1;3;2;7;4;100;0;Santos;Central;SP;0;Cardiologista; 224,00 ;1;125;Região E;Média Baixa;57
8294470;Manutenção;Foco MS-1; 1.110,00 ; 1.410,00 ; 910,00 ; 7.710,00 ; 28.050,00 ; 16.910,00 ;6;4; 0,50 ;1;2;2;6;5;20;0;Salvador;Central;BA;1;Cardiologista; 242,00 ;6;380;Região C;Média Baixa;48
8294621;Manutenção;Foco MS-1; 7.310,00 ; 410,00 ; 910,00 ; 13.610,00 ; 39.550,00 ; 17.310,00 ;11;9; 0,58 ;4;1;2;7;1;40;0;Rio de Janeiro;Central;RJ;0;Cardiologista; 276,00 ;5;355;Região E;Média;47
8294772;Manutenção;Convencional; 8.600,00 ; 400,00 ; 1.100,00 ; 400,00 ; 21.600,00 ; 11.100,00 ;0;10; 0,75 ;5;1;2;9;0;40;0;Santos;Central;SP;0;Cardiologista; 276,00 ;6;430;Região A;Média;51
8294923;Conversão;Convencional; 2.600,00 ; 4.000,00 ; 1.100,00 ; 6.800,00 ; 29.500,00 ; 15.000,00 ;1;1; 0,75 ;2;4;2;9;5;60;0;Porto Alegre;Periférica;RS;2;Cardiologista; 247,00 ;5;355;Região E;Média Baixa;54
8295074;Conversão;Foco MS-3; 730,00 ; 1.330,00 ; 1.830,00 ; 12.030,00 ; 18.850,00 ; 2.930,00 ;9;1; 0,33 ;0;1;2;4;2;40;0;Santos;Periférica;SP;0;Cardiologista; 252,00 ;1;130;Região E;Média;46
8295225;Manutenção;Foco MS-3; 5.630,00 ; 230,00 ; 1.330,00 ; 1.030,00 ; 18.950,00 ; 10.730,00 ;0;8; 0,58 ;3;1;2;7;1;100;0;Santos;Central;SP;2;Cardiologista; 198,00 ;5;395;Região A;Média Baixa;50
8295376;Conversão;Convencional; 9.300,00 ; 2.900,00 ; 900,00 ; 10.000,00 ; 40.800,00 ; 17.700,00 ;5;1; 0,67 ;4;2;1;8;4;100;0;Minas Gerais;Central;MG;1;Cardiologista; 146,00 ;0;40;Região E;Média Baixa;55
8295527;Conversão;Foco MS-2; 9.820,00 ; 120,00 ; 920,00 ; 420,00 ; 24.400,00 ; 13.120,00 ;6;9; 0,58 ;4;0;2;7;0;80;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 198,00 ;2;205;Região B;Indefinido;45
8295678;Conversão;Foco MS-3; 9.230,00 ; 4.330,00 ; 1.330,00 ; 7.130,00 ; 32.450,00 ; 10.430,00 ;8;14; 0,83 ;4;4;2;10;5;60;0;Minas Gerais;Central;MG;0;Cardiologista; 175,00 ;2;190;Região D;Indefinido;48
8295829;Entrada;Migração; 2.640,00 ; 1.240,00 ; 1.940,00 ; 6.040,00 ; 12.500,00 ; 640,00 ;2;10; 0,42 ;1;1;2;5;1;20;0;São Paulo;Periférica;SP;2;Cardiologista; 214,00 ;1;175;Região D;Média;51
8295980;Entrada;Foco MS-3; 6.830,00 ; 4.930,00 ; 1.830,00 ; 12.130,00 ; 28.850,00 ; 3.130,00 ;11;0; 1,00 ;4;5;3;12;3;120;0;Porto Alegre;Periférica;RS;0;Cardiologista; 220,00 ;5;375;Região D;Média Baixa;49
8296131;Entrada;Foco MS-1; 7.710,00 ; 1.410,00 ; 1.610,00 ; 10.710,00 ; 30.550,00 ; 9.110,00 ;5;6; 0,83 ;4;2;3;10;1;80;0;Minas Gerais;Central;MG;0;Cardiologista; 421,00 ;7;485;Região B;Alta;50
8296282;Entrada;Convencional; 9.100,00 ; 2.800,00 ; 1.800,00 ; 11.300,00 ; 25.800,00 ; 800,00 ;2;4; 0,67 ;4;2;2;8;0;120;0;Rio de Janeiro;Central;RJ;1;Cardiologista; 342,00 ;2;150;Região B;Alta;48
8296433;Referência;Foco MS-2; 4.020,00 ; 3.720,00 ; 520,00 ; 13.920,00 ; 23.500,00 ; 1.320,00 ;4;7; 0,67 ;2;4;2;8;0;40;0;Minas Gerais;Central;MG;1;Cardiologista; 166,00 ;5;355;Região D;Indefinido;51
8296584;Manutenção;Foco MS-3; 4.530,00 ; 930,00 ; 530,00 ; 10.330,00 ; 29.250,00 ; 12.930,00 ;5;3; 0,33 ;2;1;1;4;3;120;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 196,00 ;2;165;Região E;Média;49
8296735;Entrada;Foco MS-3; 1.630,00 ; 2.330,00 ; 1.430,00 ; 6.630,00 ; 28.650,00 ; 16.630,00 ;9;11; 0,25 ;0;2;1;3;5;20;0;Rio de Janeiro;Periférica;RJ;0;Cardiologista; 313,00 ;0;30;Região E;Alta;51
8296886;Conversão;Migração; 5.340,00 ; 640,00 ; 1.140,00 ; 440,00 ; 22.600,00 ; 15.040,00 ;6;10; 0,42 ;2;1;1;5;4;40;0;Santos;Central;SP;2;Cardiologista; 183,00 ;1;150;Região C;Indefinido;57
8297037;Conversão;Foco MS-2; 5.720,00 ; 3.720,00 ; 120,00 ; 3.820,00 ; 28.200,00 ; 14.820,00 ;4;2; 0,50 ;2;3;1;6;0;40;0;Rio de Janeiro;Central;RJ;2;Cardiologista; 178,00 ;1;85;Região D;Média Alta;47
8297188;Referência;Foco MS-1; 2.310,00 ; 2.110,00 ; 1.810,00 ; 7.310,00 ; 18.150,00 ; 4.610,00 ;2;11; 0,50 ;1;2;2;6;2;40;0;São Paulo;Periférica;SP;2;Cardiologista; 260,00 ;0;80;Região A;Média Alta;45
8297339;Conversão;Foco MS-2; 1.720,00 ; 1.320,00 ; 1.420,00 ; 14.120,00 ; 21.700,00 ; 3.120,00 ;9;4; 0,33 ;1;1;2;4;2;120;0;Salvador;Periférica;BA;0;Cardiologista; 241,00 ;2;210;Região D;Média;45
8297490;Conversão;Foco MS-1; 610,00 ; 1.710,00 ; 1.610,00 ; 3.610,00 ; 16.650,00 ; 9.110,00 ;3;14; 0,33 ;0;1;2;4;3;80;4770,390423;Porto Alegre;Periférica;RS;0;Cardiologista; 132,00 ;2;150;Região D;Média Baixa;49
8297641;Entrada;Convencional; 4.500,00 ; 800,00 ; 700,00 ; 6.700,00 ; 19.600,00 ; 6.900,00 ;6;11; 0,42 ;2;1;1;5;4;80;0;Rio de Janeiro;Periférica;RJ;2;Cardiologista; 221,00 ;2;140;Região C;Média Alta;53
8297792;Conversão;Foco MS-3; 130,00 ; 2.330,00 ; 630,00 ; 14.830,00 ; 25.150,00 ; 7.230,00 ;6;12; 0,58 ;1;3;2;7;2;80;0;Porto Alegre;Periférica;RS;2;Cardiologista; 226,00 ;7;440;Região D;Indefinido;47
8297943;Referência;Foco MS-1; 5.310,00 ; 1.810,00 ; 610,00 ; 3.910,00 ; 17.950,00 ; 6.310,00 ;10;3; 0,42 ;2;1;1;5;4;80;3599,655665;Santos;Periférica;SP;0;Cardiologista; 223,00 ;0;50;Região E;Média Alta;42
8298094;Conversão;Convencional; 4.500,00 ; 2.500,00 ; 500,00 ; 1.500,00 ; 20.800,00 ; 11.800,00 ;10;0; 0,58 ;2;3;2;7;2;80;0;Porto Alegre;Periférica;RS;0;Cardiologista; 307,00 ;3;275;Região A;Média Alta;47
8298245;Referência;Migração; 3.340,00 ; 4.140,00 ; 1.540,00 ; 1.040,00 ; 24.900,00 ; 14.840,00 ;7;4; 0,50 ;1;3;2;6;4;60;0;Santos;Periférica;SP;2;Cardiologista; 192,00 ;1;125;Região B;Média Baixa;51
8298396;Referência;Migração; 3.740,00 ; 2.640,00 ; 1.340,00 ; 4.140,00 ; 14.800,00 ; 2.940,00 ;4;12; 0,67 ;2;3;2;8;3;60;0;Rio de Janeiro;Periférica;RJ;1;Cardiologista; 254,00 ;6;415;Região B;Indefinido;54
8298547;Referência;Migração; 5.440,00 ; 3.240,00 ; 1.740,00 ; 3.740,00 ; 26.800,00 ; 12.640,00 ;9;14; 0,58 ;2;3;2;7;4;120;4360,164532;Rio de Janeiro;Periférica;RJ;2;Cardiologista; 229,00 ;1;145;Região E;Média;46
